,id,name,audience,start,sponsor,end
6072,6073,Event 6073,3316,2014-11-28 18:00:00,Sponsor 9,2014-11-28 18:34:00
6073,6074,Event 6074,4143,2002-09-19 06:00:00,Sponsor 4,2002-09-19 06:49:00
6074,6075,Event 6075,4327,2015-10-26 13:00:00,Sponsor 9,2015-10-26 13:20:00
6075,6076,Event 6076,1707,2001-05-07 04:00:00,Sponsor 6,2001-05-07 04:26:00
6076,6077,Event 6077,1630,2012-09-20 20:00:00,Sponsor 9,2012-09-20 20:28:00
6077,6078,Event 6078,1209,2014-03-28 08:00:00,Sponsor 9,2014-03-28 10:00:00
6078,6079,Event 6079,2816,2019-02-26 19:00:00,Sponsor 4,2019-02-26 19:49:00
6079,6080,Event 6080,3104,2015-11-21 19:00:00,Sponsor 1,2015-11-21 19:51:00
6080,6081,Event 6081,796,2024-12-25 03:00:00,Sponsor 8,2024-12-25 03:25:00
6081,6082,Event 6082,2410,2024-11-05 09:00:00,Sponsor 2,2024-11-05 11:00:00
6082,6083,Event 6083,2477,2027-01-08 15:00:00,Sponsor 4,2027-01-08 15:47:00
6083,6084,Event 6084,532,1998-02-14 11:00:00,Sponsor 2,1998-02-14 11:21:00
6084,6085,Event 6085,1472,2026-12-22 09:00:00,Sponsor 8,2026-12-22 09:05:00
6085,6086,Event 6086,4416,2028-06-04 05:00:00,Sponsor 7,2028-06-04 05:38:00
6086,6087,Event 6087,4222,1996-05-15 19:00:00,Sponsor 5,1996-05-15 19:47:00
6087,6088,Event 6088,2845,1993-06-13 04:00:00,Sponsor 7,1993-06-13 04:39:00
6088,6089,Event 6089,3519,2009-02-13 10:00:00,Sponsor 2,2009-02-13 10:52:00
6089,6090,Event 6090,728,2031-01-02 18:00:00,Sponsor 2,2031-01-02 18:43:00
6090,6091,Event 6091,1251,2018-01-17 10:00:00,Sponsor 9,2018-01-17 10:18:00
6091,6092,Event 6092,2714,2029-03-13 16:00:00,Sponsor 7,2029-03-13 16:45:00
6092,6093,Event 6093,1848,2000-04-28 20:00:00,Sponsor 8,2000-04-28 20:39:00
6093,6094,Event 6094,4396,2008-03-25 19:00:00,Sponsor 6,2008-03-25 19:45:00
6094,6095,Event 6095,2247,2018-01-06 17:00:00,Sponsor 3,2018-01-06 17:12:00
6095,6096,Event 6096,3321,1993-11-01 12:00:00,Sponsor 9,1993-11-01 12:18:00
6096,6097,Event 6097,1077,2013-05-08 16:00:00,Sponsor 7,2013-05-08 16:12:00
6097,6098,Event 6098,719,2013-10-02 03:00:00,Sponsor 4,2013-10-02 03:51:00
6098,6099,Event 6099,5001,2024-02-15 12:00:00,Sponsor 1,2024-02-15 12:09:00
6099,6100,Event 6100,1556,2000-11-06 10:00:00,Sponsor 3,2000-11-06 10:43:00
6100,6101,Event 6101,4154,2030-08-25 05:00:00,Sponsor 11,2030-08-25 05:10:00
6101,6102,Event 6102,3552,1999-09-05 08:00:00,Sponsor 11,1999-09-05 08:28:00
6102,6103,Event 6103,3082,2015-08-01 06:00:00,Sponsor 6,2015-08-01 06:07:00
6103,6104,Event 6104,1166,1993-05-09 14:00:00,Sponsor 6,1993-05-09 14:08:00
6104,6105,Event 6105,3288,2021-08-11 20:00:00,Sponsor 3,2021-08-11 20:20:00
6105,6106,Event 6106,1131,2030-04-04 11:00:00,Sponsor 11,2030-04-04 11:51:00
6106,6107,Event 6107,2787,1999-05-07 18:00:00,Sponsor 9,1999-05-07 18:23:00
6107,6108,Event 6108,134,2011-04-09 19:00:00,Sponsor 6,2011-04-09 19:17:00
6108,6109,Event 6109,4470,2011-07-04 02:00:00,Sponsor 8,2011-07-04 02:06:00
6109,6110,Event 6110,4146,2020-08-05 21:00:00,Sponsor 2,2020-08-05 23:00:00
6110,6111,Event 6111,3546,2031-02-07 10:00:00,Sponsor 8,2031-02-07 10:15:00
6111,6112,Event 6112,1584,2002-12-22 06:00:00,Sponsor 2,2002-12-22 06:37:00
6112,6113,Event 6113,248,2021-08-24 08:00:00,Sponsor 3,2021-08-24 08:42:00
6113,6114,Event 6114,4323,1992-09-15 11:00:00,Sponsor 4,1992-09-15 11:32:00
6114,6115,Event 6115,4269,2022-04-20 14:00:00,Sponsor 6,2022-04-20 14:29:00
6115,6116,Event 6116,3947,2027-12-03 15:00:00,Sponsor 9,2027-12-03 15:46:00
6116,6117,Event 6117,1043,2002-01-12 14:00:00,Sponsor 1,2002-01-12 16:00:00
6117,6118,Event 6118,3913,2022-11-06 22:00:00,Sponsor 8,2022-11-06 22:30:00
6118,6119,Event 6119,2030,1998-07-02 18:00:00,Sponsor 6,1998-07-02 20:00:00
6119,6120,Event 6120,3733,2031-07-15 19:00:00,Sponsor 9,2031-07-15 19:27:00
6120,6121,Event 6121,1235,1998-07-28 09:00:00,Sponsor 8,1998-07-28 09:41:00
6121,6122,Event 6122,172,2011-02-13 04:00:00,Sponsor 4,2011-02-13 04:07:00
6122,6123,Event 6123,596,2018-02-07 21:00:00,Sponsor 5,2018-02-07 23:00:00
6123,6124,Event 6124,2072,1999-03-26 12:00:00,Sponsor 4,1999-03-26 12:05:00
6124,6125,Event 6125,3078,2028-03-08 16:00:00,Sponsor 2,2028-03-08 16:35:00
6125,6126,Event 6126,990,1995-07-08 21:00:00,Sponsor 10,1995-07-08 21:21:00
6126,6127,Event 6127,3676,2002-11-11 08:00:00,Sponsor 5,2002-11-11 08:42:00
6127,6128,Event 6128,2569,2028-12-01 12:00:00,Sponsor 11,2028-12-01 12:49:00
6128,6129,Event 6129,4995,1996-02-07 07:00:00,Sponsor 4,1996-02-07 07:29:00
6129,6130,Event 6130,1270,2016-02-07 03:00:00,Sponsor 10,2016-02-07 03:24:00
6130,6131,Event 6131,1202,1998-02-07 05:00:00,Sponsor 8,1998-02-07 07:00:00
6131,6132,Event 6132,321,1997-09-21 03:00:00,Sponsor 8,1997-09-21 03:15:00
6132,6133,Event 6133,2775,2003-07-27 12:00:00,Sponsor 2,2003-07-27 12:43:00
6133,6134,Event 6134,2237,2008-08-24 19:00:00,Sponsor 3,2008-08-24 19:44:00
6134,6135,Event 6135,1404,2018-11-25 13:00:00,Sponsor 4,2018-11-25 13:53:00
6135,6136,Event 6136,1384,2017-12-31 01:00:00,Sponsor 4,2017-12-31 01:28:00
6136,6137,Event 6137,4125,2005-07-09 04:00:00,Sponsor 6,2005-07-09 04:10:00
6137,6138,Event 6138,1239,1993-07-08 17:00:00,Sponsor 6,1993-07-08 17:42:00
6138,6139,Event 6139,1280,2008-06-11 17:00:00,Sponsor 9,2008-06-11 17:07:00
6139,6140,Event 6140,3837,1993-02-09 00:00:00,Sponsor 2,1993-02-09 00:31:00
6140,6141,Event 6141,4024,2002-05-23 10:00:00,Sponsor 9,2002-05-23 10:45:00
6141,6142,Event 6142,3453,2026-01-04 22:00:00,Sponsor 1,2026-01-04 22:14:00
6142,6143,Event 6143,1605,2010-09-07 10:00:00,Sponsor 5,2010-09-07 10:37:00
6143,6144,Event 6144,4515,2026-03-02 14:00:00,Sponsor 7,2026-03-02 14:09:00
6144,6145,Event 6145,559,2012-11-23 19:00:00,Sponsor 6,2012-11-23 19:32:00
6145,6146,Event 6146,4163,2028-08-18 07:00:00,Sponsor 2,2028-08-18 07:06:00
6146,6147,Event 6147,847,2025-08-15 19:00:00,Sponsor 2,2025-08-15 19:31:00
6147,6148,Event 6148,4454,2013-11-19 01:00:00,Sponsor 8,2013-11-19 03:00:00
6148,6149,Event 6149,4126,1994-12-08 12:00:00,Sponsor 2,1994-12-08 12:35:00
6149,6150,Event 6150,1613,1998-04-01 19:00:00,Sponsor 8,1998-04-01 19:45:00
6150,6151,Event 6151,3531,1995-09-04 16:00:00,Sponsor 3,1995-09-04 16:53:00
6151,6152,Event 6152,4143,2005-06-03 20:00:00,Sponsor 4,2005-06-03 20:28:00
6152,6153,Event 6153,449,1999-12-23 23:00:00,Sponsor 6,1999-12-23 23:24:00
6153,6154,Event 6154,2054,2009-07-14 12:00:00,Sponsor 6,2009-07-14 12:24:00
6154,6155,Event 6155,142,2015-09-08 19:00:00,Sponsor 1,2015-09-08 19:40:00
6155,6156,Event 6156,1549,2025-08-04 17:00:00,Sponsor 7,2025-08-04 17:43:00
6156,6157,Event 6157,4364,1992-09-10 04:00:00,Sponsor 1,1992-09-10 04:14:00
6157,6158,Event 6158,2573,2016-02-05 10:00:00,Sponsor 3,2016-02-05 10:33:00
6158,6159,Event 6159,1933,2001-12-08 06:00:00,Sponsor 5,2001-12-08 06:14:00
6159,6160,Event 6160,3223,2026-09-13 11:00:00,Sponsor 9,2026-09-13 11:05:00
6160,6161,Event 6161,4530,2014-11-21 05:00:00,Sponsor 9,2014-11-21 05:32:00
6161,6162,Event 6162,2131,2026-11-30 02:00:00,Sponsor 1,2026-11-30 02:55:00
6162,6163,Event 6163,3799,2031-12-18 22:00:00,Sponsor 3,2031-12-18 22:46:00
6163,6164,Event 6164,1086,2014-05-31 09:00:00,Sponsor 2,2014-05-31 09:51:00
6164,6165,Event 6165,1581,1999-11-08 07:00:00,Sponsor 7,1999-11-08 07:25:00
6165,6166,Event 6166,693,2026-11-16 09:00:00,Sponsor 3,2026-11-16 09:32:00
6166,6167,Event 6167,2150,2004-06-02 03:00:00,Sponsor 7,2004-06-02 03:50:00
6167,6168,Event 6168,277,2031-09-04 00:00:00,Sponsor 4,2031-09-04 00:18:00
6168,6169,Event 6169,3133,2023-11-20 20:00:00,Sponsor 3,2023-11-20 20:36:00
6169,6170,Event 6170,3897,2031-07-07 12:00:00,Sponsor 3,2031-07-07 12:29:00
6170,6171,Event 6171,1869,2020-01-09 09:00:00,Sponsor 3,2020-01-09 09:18:00
6171,6172,Event 6172,3877,2005-08-26 16:00:00,Sponsor 3,2005-08-26 16:34:00
6172,6173,Event 6173,1998,2008-02-20 19:00:00,Sponsor 7,2008-02-20 19:41:00
6173,6174,Event 6174,2473,2018-02-27 16:00:00,Sponsor 7,2018-02-27 16:48:00
6174,6175,Event 6175,3742,1994-12-25 02:00:00,Sponsor 3,1994-12-25 04:00:00
6175,6176,Event 6176,296,1998-02-18 05:00:00,Sponsor 8,1998-02-18 05:42:00
6176,6177,Event 6177,1269,2016-09-26 05:00:00,Sponsor 5,2016-09-26 07:00:00
6177,6178,Event 6178,4101,2006-12-11 05:00:00,Sponsor 7,2006-12-11 05:45:00
6178,6179,Event 6179,721,1999-08-16 21:00:00,Sponsor 3,1999-08-16 21:31:00
6179,6180,Event 6180,1238,2027-03-03 00:00:00,Sponsor 1,2027-03-03 00:29:00
6180,6181,Event 6181,4699,2017-06-26 02:00:00,Sponsor 9,2017-06-26 02:24:00
6181,6182,Event 6182,4340,2011-03-12 09:00:00,Sponsor 9,2011-03-12 09:10:00
6182,6183,Event 6183,1059,2018-09-01 08:00:00,Sponsor 5,2018-09-01 08:51:00
6183,6184,Event 6184,2440,1999-02-15 02:00:00,Sponsor 3,1999-02-15 02:17:00
6184,6185,Event 6185,2106,2030-08-16 20:00:00,Sponsor 2,2030-08-16 20:43:00
6185,6186,Event 6186,2234,2003-11-13 09:00:00,Sponsor 8,2003-11-13 09:38:00
6186,6187,Event 6187,1820,2029-12-19 13:00:00,Sponsor 6,2029-12-19 13:07:00
6187,6188,Event 6188,2209,2026-07-10 01:00:00,Sponsor 2,2026-07-10 01:15:00
6188,6189,Event 6189,2907,2003-07-20 15:00:00,Sponsor 4,2003-07-20 15:26:00
6189,6190,Event 6190,1767,2024-04-20 02:00:00,Sponsor 2,2024-04-20 02:46:00
6190,6191,Event 6191,2226,2023-05-08 05:00:00,Sponsor 3,2023-05-08 05:26:00
6191,6192,Event 6192,1078,2023-01-06 04:00:00,Sponsor 5,2023-01-06 04:31:00
6192,6193,Event 6193,3615,2013-03-17 01:00:00,Sponsor 10,2013-03-17 01:36:00
6193,6194,Event 6194,1118,2008-09-02 17:00:00,Sponsor 8,2008-09-02 17:34:00
6194,6195,Event 6195,836,2002-11-07 21:00:00,Sponsor 10,2002-11-07 21:43:00
6195,6196,Event 6196,633,2026-11-01 13:00:00,Sponsor 9,2026-11-01 13:27:00
6196,6197,Event 6197,3451,2031-08-30 18:00:00,Sponsor 5,2031-08-30 18:18:00
6197,6198,Event 6198,3587,2011-07-06 02:00:00,Sponsor 3,2011-07-06 02:31:00
6198,6199,Event 6199,3085,2028-11-09 02:00:00,Sponsor 6,2028-11-09 04:00:00
6199,6200,Event 6200,4463,2022-02-27 11:00:00,Sponsor 8,2022-02-27 11:15:00
6200,6201,Event 6201,2518,1997-04-19 05:00:00,Sponsor 6,1997-04-19 05:46:00
6201,6202,Event 6202,2030,2003-06-09 23:00:00,Sponsor 1,2003-06-09 23:14:00
6202,6203,Event 6203,1699,1994-12-24 22:00:00,Sponsor 10,1994-12-24 22:38:00
6203,6204,Event 6204,3415,2012-02-21 15:00:00,Sponsor 8,2012-02-21 15:51:00
6204,6205,Event 6205,2365,1996-05-21 11:00:00,Sponsor 8,1996-05-21 11:11:00
6205,6206,Event 6206,814,1992-07-10 00:00:00,Sponsor 9,1992-07-10 02:00:00
6206,6207,Event 6207,1415,2016-07-22 16:00:00,Sponsor 6,2016-07-22 16:35:00
6207,6208,Event 6208,3365,2011-03-11 20:00:00,Sponsor 5,2011-03-11 20:44:00
6208,6209,Event 6209,904,2011-02-26 22:00:00,Sponsor 10,2011-02-26 22:16:00
6209,6210,Event 6210,2730,2028-07-13 09:00:00,Sponsor 5,2028-07-13 11:00:00
6210,6211,Event 6211,2502,2003-04-07 21:00:00,Sponsor 5,2003-04-07 21:42:00
6211,6212,Event 6212,4932,2024-10-12 15:00:00,Sponsor 7,2024-10-12 17:00:00
6212,6213,Event 6213,1693,2026-09-11 02:00:00,Sponsor 6,2026-09-11 02:24:00
6213,6214,Event 6214,3157,1997-10-06 10:00:00,Sponsor 3,1997-10-06 10:17:00
6214,6215,Event 6215,292,2013-10-06 09:00:00,Sponsor 8,2013-10-06 09:42:00
6215,6216,Event 6216,3708,2027-03-01 07:00:00,Sponsor 8,2027-03-01 07:25:00
6216,6217,Event 6217,3664,1998-04-15 13:00:00,Sponsor 4,1998-04-15 13:27:00
6217,6218,Event 6218,873,2002-06-01 18:00:00,Sponsor 9,2002-06-01 20:00:00
6218,6219,Event 6219,29,2001-01-07 01:00:00,Sponsor 10,2001-01-07 01:27:00
6219,6220,Event 6220,3314,2026-08-15 02:00:00,Sponsor 9,2026-08-15 02:36:00
6220,6221,Event 6221,4857,2009-04-25 13:00:00,Sponsor 2,2009-04-25 13:31:00
6221,6222,Event 6222,3884,2002-11-19 04:00:00,Sponsor 6,2002-11-19 04:35:00
6222,6223,Event 6223,260,1993-05-12 05:00:00,Sponsor 8,1993-05-12 05:46:00
6223,6224,Event 6224,2062,2015-03-24 22:00:00,Sponsor 8,2015-03-24 22:21:00
6224,6225,Event 6225,468,2021-12-02 20:00:00,Sponsor 10,2021-12-02 22:00:00
6225,6226,Event 6226,3979,2009-08-18 14:00:00,Sponsor 4,2009-08-18 14:14:00
6226,6227,Event 6227,3756,1998-01-13 02:00:00,Sponsor 4,1998-01-13 04:00:00
6227,6228,Event 6228,571,2029-08-08 01:00:00,Sponsor 10,2029-08-08 01:09:00
6228,6229,Event 6229,4692,2014-05-11 16:00:00,Sponsor 1,2014-05-11 16:31:00
6229,6230,Event 6230,2209,2027-04-17 06:00:00,Sponsor 2,2027-04-17 06:15:00
6230,6231,Event 6231,1913,2018-04-05 06:00:00,Sponsor 10,2018-04-05 06:54:00
6231,6232,Event 6232,1779,2002-01-24 21:00:00,Sponsor 6,2002-01-24 21:46:00
6232,6233,Event 6233,4664,2007-08-03 19:00:00,Sponsor 3,2007-08-03 19:34:00
6233,6234,Event 6234,480,2030-07-17 13:00:00,Sponsor 9,2030-07-17 13:06:00
6234,6235,Event 6235,1817,1995-12-02 22:00:00,Sponsor 10,1995-12-02 22:53:00
6235,6236,Event 6236,251,1996-08-01 20:00:00,Sponsor 7,1996-08-01 20:54:00
6236,6237,Event 6237,4773,2006-01-22 05:00:00,Sponsor 4,2006-01-22 05:27:00
6237,6238,Event 6238,4328,1995-08-14 14:00:00,Sponsor 9,1995-08-14 16:00:00
6238,6239,Event 6239,1537,2019-10-28 12:00:00,Sponsor 11,2019-10-28 12:20:00
6239,6240,Event 6240,3601,2006-07-13 18:00:00,Sponsor 6,2006-07-13 18:13:00
6240,6241,Event 6241,944,2007-03-09 13:00:00,Sponsor 5,2007-03-09 13:08:00
6241,6242,Event 6242,2228,2023-10-10 03:00:00,Sponsor 2,2023-10-10 03:37:00
6242,6243,Event 6243,4738,2024-11-10 19:00:00,Sponsor 2,2024-11-10 19:29:00
6243,6244,Event 6244,1045,1993-06-12 05:00:00,Sponsor 3,1993-06-12 05:42:00
6244,6245,Event 6245,3165,2025-06-18 06:00:00,Sponsor 1,2025-06-18 06:39:00
6245,6246,Event 6246,262,2013-04-03 10:00:00,Sponsor 2,2013-04-03 10:23:00
6246,6247,Event 6247,3155,2003-07-19 06:00:00,Sponsor 9,2003-07-19 06:11:00
6247,6248,Event 6248,1421,2031-10-08 16:00:00,Sponsor 4,2031-10-08 16:25:00
6248,6249,Event 6249,4672,2016-10-06 09:00:00,Sponsor 6,2016-10-06 09:19:00
6249,6250,Event 6250,1071,1998-07-10 11:00:00,Sponsor 7,1998-07-10 11:55:00
6250,6251,Event 6251,1083,1992-10-22 11:00:00,Sponsor 5,1992-10-22 11:26:00
6251,6252,Event 6252,4006,1994-05-27 01:00:00,Sponsor 3,1994-05-27 01:52:00
6252,6253,Event 6253,3835,2021-07-30 18:00:00,Sponsor 2,2021-07-30 18:46:00
6253,6254,Event 6254,1925,2023-04-28 19:00:00,Sponsor 9,2023-04-28 19:52:00
6254,6255,Event 6255,2044,2021-05-13 02:00:00,Sponsor 2,2021-05-13 02:36:00
6255,6256,Event 6256,3506,2017-12-19 19:00:00,Sponsor 11,2017-12-19 19:39:00
6256,6257,Event 6257,2390,2012-06-11 05:00:00,Sponsor 9,2012-06-11 05:50:00
6257,6258,Event 6258,30,1995-07-20 21:00:00,Sponsor 11,1995-07-20 21:31:00
6258,6259,Event 6259,2539,2021-04-04 09:00:00,Sponsor 4,2021-04-04 09:50:00
6259,6260,Event 6260,4551,2007-08-10 04:00:00,Sponsor 6,2007-08-10 04:53:00
6260,6261,Event 6261,3498,2003-06-03 18:00:00,Sponsor 10,2003-06-03 18:07:00
6261,6262,Event 6262,2851,2001-11-28 18:00:00,Sponsor 9,2001-11-28 18:17:00
6262,6263,Event 6263,1994,2014-02-05 12:00:00,Sponsor 5,2014-02-05 12:44:00
6263,6264,Event 6264,667,2012-05-21 14:00:00,Sponsor 10,2012-05-21 14:46:00
6264,6265,Event 6265,686,2000-08-31 22:00:00,Sponsor 6,2000-09-01 00:00:00
6265,6266,Event 6266,502,2023-11-29 22:00:00,Sponsor 10,2023-11-29 22:51:00
6266,6267,Event 6267,3424,2008-04-26 10:00:00,Sponsor 2,2008-04-26 10:25:00
6267,6268,Event 6268,1793,2003-03-31 20:00:00,Sponsor 7,2003-03-31 22:00:00
6268,6269,Event 6269,12,2014-10-11 20:00:00,Sponsor 8,2014-10-11 20:15:00
6269,6270,Event 6270,4956,2008-05-25 23:00:00,Sponsor 4,2008-05-26 01:00:00
6270,6271,Event 6271,2390,2025-05-19 07:00:00,Sponsor 4,2025-05-19 09:00:00
6271,6272,Event 6272,2267,2001-02-16 01:00:00,Sponsor 5,2001-02-16 01:30:00
6272,6273,Event 6273,521,2016-06-12 14:00:00,Sponsor 4,2016-06-12 14:23:00
6273,6274,Event 6274,888,1995-06-24 10:00:00,Sponsor 9,1995-06-24 10:26:00
6274,6275,Event 6275,2285,2024-07-20 05:00:00,Sponsor 7,2024-07-20 05:46:00
6275,6276,Event 6276,594,2020-03-01 16:00:00,Sponsor 6,2020-03-01 16:13:00
6276,6277,Event 6277,1691,1996-12-27 11:00:00,Sponsor 10,1996-12-27 11:26:00
6277,6278,Event 6278,3932,2025-05-15 13:00:00,Sponsor 8,2025-05-15 15:00:00
6278,6279,Event 6279,560,2017-07-22 05:00:00,Sponsor 6,2017-07-22 05:42:00
6279,6280,Event 6280,3814,2008-04-23 18:00:00,Sponsor 7,2008-04-23 18:25:00
6280,6281,Event 6281,809,1994-07-21 05:00:00,Sponsor 5,1994-07-21 05:47:00
6281,6282,Event 6282,2827,2016-04-09 01:00:00,Sponsor 2,2016-04-09 01:15:00
6282,6283,Event 6283,739,2014-06-03 03:00:00,Sponsor 3,2014-06-03 03:36:00
6283,6284,Event 6284,1002,2021-07-06 02:00:00,Sponsor 9,2021-07-06 02:11:00
6284,6285,Event 6285,373,2025-09-08 02:00:00,Sponsor 8,2025-09-08 02:36:00
6285,6286,Event 6286,3259,2011-10-26 01:00:00,Sponsor 7,2011-10-26 03:00:00
6286,6287,Event 6287,2478,2023-10-01 14:00:00,Sponsor 10,2023-10-01 14:30:00
6287,6288,Event 6288,2110,2004-06-12 06:00:00,Sponsor 7,2004-06-12 08:00:00
6288,6289,Event 6289,4547,2007-12-02 00:00:00,Sponsor 3,2007-12-02 00:42:00
6289,6290,Event 6290,2466,2028-02-03 17:00:00,Sponsor 8,2028-02-03 17:42:00
6290,6291,Event 6291,4432,2030-07-18 17:00:00,Sponsor 6,2030-07-18 17:05:00
6291,6292,Event 6292,1637,2013-07-12 16:00:00,Sponsor 5,2013-07-12 16:50:00
6292,6293,Event 6293,4425,1995-05-25 22:00:00,Sponsor 9,1995-05-25 22:29:00
6293,6294,Event 6294,1667,2023-12-15 21:00:00,Sponsor 9,2023-12-15 21:48:00
6294,6295,Event 6295,95,2026-06-26 23:00:00,Sponsor 4,2026-06-27 01:00:00
6295,6296,Event 6296,4383,2019-02-15 05:00:00,Sponsor 5,2019-02-15 05:19:00
6296,6297,Event 6297,3993,2019-03-30 17:00:00,Sponsor 9,2019-03-30 17:39:00
6297,6298,Event 6298,3167,1999-11-12 04:00:00,Sponsor 10,1999-11-12 04:49:00
6298,6299,Event 6299,187,2024-01-19 11:00:00,Sponsor 1,2024-01-19 11:44:00
6299,6300,Event 6300,2901,2030-04-01 16:00:00,Sponsor 4,2030-04-01 16:07:00
6300,6301,Event 6301,3205,2003-05-18 15:00:00,Sponsor 4,2003-05-18 15:13:00
6301,6302,Event 6302,3516,2030-08-22 18:00:00,Sponsor 8,2030-08-22 18:27:00
6302,6303,Event 6303,2641,2030-11-02 12:00:00,Sponsor 9,2030-11-02 12:25:00
6303,6304,Event 6304,2107,1998-04-02 09:00:00,Sponsor 4,1998-04-02 09:23:00
6304,6305,Event 6305,2169,2029-12-26 15:00:00,Sponsor 8,2029-12-26 15:45:00
6305,6306,Event 6306,3537,2002-04-07 14:00:00,Sponsor 10,2002-04-07 14:17:00
6306,6307,Event 6307,3003,2014-10-10 17:00:00,Sponsor 8,2014-10-10 17:06:00
6307,6308,Event 6308,4991,1995-07-28 03:00:00,Sponsor 5,1995-07-28 03:41:00
6308,6309,Event 6309,2907,2009-08-21 15:00:00,Sponsor 9,2009-08-21 15:08:00
6309,6310,Event 6310,4990,2009-08-08 01:00:00,Sponsor 2,2009-08-08 01:39:00
6310,6311,Event 6311,1439,1994-04-04 05:00:00,Sponsor 6,1994-04-04 05:17:00
6311,6312,Event 6312,2384,2001-07-26 21:00:00,Sponsor 5,2001-07-26 21:05:00
6312,6313,Event 6313,4652,2019-04-21 13:00:00,Sponsor 9,2019-04-21 13:52:00
6313,6314,Event 6314,2847,2009-12-24 00:00:00,Sponsor 8,2009-12-24 00:23:00
6314,6315,Event 6315,1043,1992-03-28 15:00:00,Sponsor 8,1992-03-28 15:45:00
6315,6316,Event 6316,3897,2016-02-22 18:00:00,Sponsor 5,2016-02-22 18:47:00
6316,6317,Event 6317,3864,2029-01-29 01:00:00,Sponsor 1,2029-01-29 01:38:00
6317,6318,Event 6318,4641,1997-06-11 14:00:00,Sponsor 4,1997-06-11 14:33:00
6318,6319,Event 6319,4669,2014-03-13 11:00:00,Sponsor 5,2014-03-13 13:00:00
6319,6320,Event 6320,1308,2006-11-07 02:00:00,Sponsor 5,2006-11-07 02:27:00
6320,6321,Event 6321,3147,2009-03-01 15:00:00,Sponsor 8,2009-03-01 15:48:00
6321,6322,Event 6322,66,2007-11-25 16:00:00,Sponsor 5,2007-11-25 16:40:00
6322,6323,Event 6323,2149,1993-05-30 13:00:00,Sponsor 8,1993-05-30 13:19:00
6323,6324,Event 6324,3072,2026-04-11 02:00:00,Sponsor 3,2026-04-11 02:43:00
6324,6325,Event 6325,3156,2028-09-21 04:00:00,Sponsor 5,2028-09-21 06:00:00
6325,6326,Event 6326,290,2004-11-17 21:00:00,Sponsor 2,2004-11-17 21:30:00
6326,6327,Event 6327,976,1997-03-20 11:00:00,Sponsor 2,1997-03-20 11:16:00
6327,6328,Event 6328,344,2015-02-27 18:00:00,Sponsor 10,2015-02-27 18:41:00
6328,6329,Event 6329,4431,2025-09-14 18:00:00,Sponsor 9,2025-09-14 18:27:00
6329,6330,Event 6330,15,2006-04-04 07:00:00,Sponsor 11,2006-04-04 07:39:00
6330,6331,Event 6331,4625,2000-05-18 01:00:00,Sponsor 9,2000-05-18 03:00:00
6331,6332,Event 6332,1261,2026-04-13 04:00:00,Sponsor 1,2026-04-13 04:19:00
6332,6333,Event 6333,3108,2010-06-09 15:00:00,Sponsor 9,2010-06-09 17:00:00
6333,6334,Event 6334,1753,2008-03-18 16:00:00,Sponsor 8,2008-03-18 16:40:00
6334,6335,Event 6335,4868,2022-03-05 16:00:00,Sponsor 8,2022-03-05 16:33:00
6335,6336,Event 6336,651,2028-01-06 06:00:00,Sponsor 5,2028-01-06 06:43:00
6336,6337,Event 6337,3509,2003-12-06 03:00:00,Sponsor 10,2003-12-06 03:41:00
6337,6338,Event 6338,4811,1999-02-16 21:00:00,Sponsor 9,1999-02-16 21:18:00
6338,6339,Event 6339,239,2030-02-09 20:00:00,Sponsor 4,2030-02-09 20:12:00
6339,6340,Event 6340,1821,2007-08-11 10:00:00,Sponsor 8,2007-08-11 10:42:00
6340,6341,Event 6341,2909,2020-07-20 13:00:00,Sponsor 8,2020-07-20 15:00:00
6341,6342,Event 6342,13,2004-09-18 14:00:00,Sponsor 8,2004-09-18 14:05:00
6342,6343,Event 6343,981,2020-10-12 10:00:00,Sponsor 5,2020-10-12 10:43:00
6343,6344,Event 6344,111,2001-05-20 20:00:00,Sponsor 3,2001-05-20 20:43:00
6344,6345,Event 6345,2692,2001-10-25 00:00:00,Sponsor 2,2001-10-25 00:53:00
6345,6346,Event 6346,141,2031-02-14 02:00:00,Sponsor 8,2031-02-14 02:32:00
6346,6347,Event 6347,4180,2030-05-17 07:00:00,Sponsor 2,2030-05-17 07:18:00
6347,6348,Event 6348,3036,2010-08-04 01:00:00,Sponsor 3,2010-08-04 01:46:00
6348,6349,Event 6349,2529,2000-09-13 05:00:00,Sponsor 3,2000-09-13 05:53:00
6349,6350,Event 6350,947,2030-09-28 19:00:00,Sponsor 6,2030-09-28 19:39:00
6350,6351,Event 6351,3744,2021-07-04 13:00:00,Sponsor 3,2021-07-04 13:11:00
6351,6352,Event 6352,2157,2010-03-03 20:00:00,Sponsor 3,2010-03-03 20:24:00
6352,6353,Event 6353,4753,2011-04-25 22:00:00,Sponsor 11,2011-04-25 22:41:00
6353,6354,Event 6354,917,2014-07-11 22:00:00,Sponsor 1,2014-07-11 22:40:00
6354,6355,Event 6355,2275,2027-12-13 02:00:00,Sponsor 3,2027-12-13 02:25:00
6355,6356,Event 6356,2380,2007-03-10 10:00:00,Sponsor 2,2007-03-10 10:52:00
6356,6357,Event 6357,622,1994-04-14 16:00:00,Sponsor 3,1994-04-14 16:14:00
6357,6358,Event 6358,3768,2013-08-24 12:00:00,Sponsor 5,2013-08-24 14:00:00
